Ticker,Sektor,Subsektor,Industri,Subindustri,Period,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ADRO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q2,-,"1,622 B","6,545 B","6,181 B","11,836 B","1,416 B",854 B,"2,539 B","1,688 B","1,667 B",-,-,-,-,-,-,-,-
ADRO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q3,-,"2,073 B","6,386 B","5,253 B","10,320 B","3,609 B",(673 B),"1,542 B","1,713 B","2,000 B",-,-,-,-,-,-,-,-
ADRO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q4,-,"2,435 B","3,113 B","6,604 B","9,182 B","7,313 B",540 B,(25 B),"1,555 B","1,500 B",-,-,-,-,-,-,-,-
ADRO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Annualised,"8,641 B","7,377 B","21,873 B","25,039 B","37,087 B","13,360 B","2,142 B","5,718 B","5,952 B","6,468 B",-,-,-,-,-,-,-,-
ADRO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,TTM (Q1),"8,284 B","7,377 B","21,873 B","25,039 B","37,087 B","13,360 B","2,142 B","5,718 B","5,952 B","6,468 B",-,-,-,-,-,-,-,-
ADRO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Div (TTM),263.40,263.40,273.53,"1,767.47",492.06,301.55,66.28,109.41,89.15,107.81,-,-,-,-,-,-,-,-
ADRO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Payout Ratio,89.59%,104.94%,36.75%,217.12%,40.81%,69.43%,95.19%,58.86%,46.07%,51.26%,-,-,-,-,-,-,-,-
ADRO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Div Yield,10.87%,10.49%,12.90%,48.16%,20.00%,9.39%,5.30%,9.39%,6.96%,5.87%,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Q1,-,-,-,163 M,97 M,-,-,-,-,-,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Q2,-,(158 M),277 M,20 M,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Q3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Q4,-,417 M,755 M,782 M,729 M,123 M,-,-,-,-,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Annualised,-,259 M,1 B,965 M,826 M,123 M,-,-,-,-,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,TTM (Q4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AEGS,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Q1,1 B,(2 B),(2 B),(1 B),(2 B),578 M,2 B,908 M,-,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Q2,-,(2 B),602 M,2 B,7 B,3 B,5 M,509 M,-,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Q3,-,5 B,4 B,179 M,2 B,2 B,471 M,70 M,-,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Q4,-,620 M,746 M,(1 B),(9 B),(4 B),(3 B),(1 B),1 B,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Annualised,4 B,2 B,3 B,17 M,(2 B),2 B,(765 M),424 M,1 B,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",TTM (Q1),5 B,2 B,3 B,17 M,(2 B),2 B,(765 M),424 M,-,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGAR,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q1,35 B,8 B,39 B,41 B,44 B,49 B,19 B,30 B,26 B,23 B,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q2,-,15 B,27 B,25 B,6 B,46 B,(2 B),14 B,16 B,15 B,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q3,-,38 B,15 B,44 B,20 B,78 B,13 B,29 B,31 B,29 B,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q4,-,(2 B),24 B,54 B,29 B,32 B,67 B,28 B,27 B,19 B,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Annualised,141 B,58 B,105 B,165 B,99 B,204 B,96 B,101 B,100 B,86 B,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,TTM (Q1),86 B,58 B,105 B,165 B,99 B,204 B,96 B,101 B,100 B,86 B,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Div (TTM),8.56,8.56,8.56,10.80,4.86,10.06,3.15,-,3.25,-,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Payout Ratio,18.64%,44.97%,25.01%,20.02%,15.00%,15.11%,10.02%,-,9.99%,-,-,-,-,-,-,-,-,-
AGII,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Div Yield,0.30%,0.86%,0.86%,0.60%,0.26%,0.43%,0.21%,-,0.63%,-,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,Q1,7 B,17 B,9 B,4 B,48 B,18 B,17 B,79 B,62 B,36 B,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,Q2,-,16 B,11 B,5 B,(32 B),8 B,3 B,(783 M),69 B,14 B,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,Q3,-,9 B,14 B,5 B,17 B,"(1,858 B)",5 B,(63 B),36 B,52 B,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,Q4,-,(541 B),17 B,10 B,(21 B),"(1,214 B)",6 B,36 B,38 B,39 B,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,Annualised,27 B,(499 B),51 B,24 B,11 B,"(3,046 B)",31 B,51 B,204 B,140 B,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,TTM (Q1),(509 B),(499 B),51 B,24 B,11 B,"(3,046 B)",31 B,51 B,204 B,140 B,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,Div (TTM),-,-,-,-,-,-,-,-,1.91,2.89,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,Payout Ratio,-,-,-,-,-,-,-,-,23.18%,50.93%,-,-,-,-,-,-,-,-
AGRO,Keuangan,Bank,Bank,Bank,Div Yield,-,-,-,-,-,-,-,-,0.62%,0.68%,-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,Q1,37 B,55 B,46 B,56 B,32 B,19 B,(169 B),(9 B),(5 B),4 B,-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,Q2,-,51 B,68 B,45 B,9 B,(34 B),122 B,(34 B),(7 B),3 B,-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,Q3,-,55 B,57 B,54 B,30 B,13 B,(51 B),(12 B),3 B,2 B,-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,Q4,-,37 B,46 B,28 B,33 B,15 B,(79 B),(193 B),(22 B),(17 B),-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,Annualised,149 B,197 B,216 B,183 B,103 B,13 B,(177 B),(249 B),(31 B),(8 B),-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,TTM (Q1),180 B,197 B,216 B,183 B,103 B,13 B,(177 B),(249 B),(31 B),(8 B),-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGRS,Keuangan,Bank,Bank,Bank,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q1,2 B,(7 B),(8 B),3 B,7 B,(4 B),2 B,(14 B),(4 B),1 B,-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q2,-,(4 B),8 B,(10 B),(3 B),4 B,5 B,(18 B),(16 B),184 M,-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q3,-,4 B,2 B,(7 B),(9 B),1 B,526 M,(11 B),(13 B),(7 B),-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q4,-,(23 B),14 B,19 B,(3 B),(22 B),(22 B),(73 B),7 B,(36 B),-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,Annualised,7 B,(31 B),16 B,5 B,(7 B),(19 B),(14 B),(115 B),(27 B),(41 B),-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,TTM (Q1),(22 B),(31 B),16 B,5 B,(7 B),(19 B),(14 B),(115 B),(27 B),(41 B),-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AHAP,Keuangan,Asuransi,Asuransi,Asuransi Umum,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q1,-,(332 M),(232 M),397 M,2 B,179 M,(178 M),(189 M),(70 M),(325 M),(531 M),-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q2,-,(524 M),(517 M),(252 M),821 M,329 M,(90 M),(123 M),(114 M),(341 M),(558 M),-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q3,-,683 M,(109 M),(364 M),1 B,193 M,(359 M),(156 M),(226 M),(380 M),(920 M),-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q4,-,-,(623 M),(14 B),(4 B),2 B,(236 M),(229 M),(227 M),(567 M),(1 B),-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Annualised,-,(230 M),(1 B),(14 B),190 M,3 B,(863 M),(697 M),(637 M),(2 B),(3 B),-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,TTM (Q3),-,(795 M),(1 B),(14 B),190 M,3 B,(863 M),(697 M),(637 M),(2 B),(3 B),-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AIMS,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q1,11 B,35 B,11 B,2 B,(13 B),2 B,3 B,(11 B),(31 B),104 B,-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q2,-,8 B,18 B,(7 B),(12 B),12 B,(37 B),(50 B),(70 B),88 B,-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q3,-,28 B,18 B,19 B,(14 B),4 B,(26 B),(89 B),(17 B),(18 B),-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q4,-,18 B,22 B,4 B,(23 B),(9 B),"1,265 B","1,285 B",(5 B),"(5,407 B)",-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Annualised,45 B,89 B,69 B,19 B,(62 B),9 B,"1,205 B","1,134 B",(123 B),"(5,233 B)",-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,TTM (Q1),65 B,89 B,69 B,19 B,(62 B),9 B,"1,205 B","1,134 B",(123 B),"(5,233 B)",-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AISA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q1,820 M,(412 M),(272 M),(1 B),149 M,(2 B),(9 B),(2 B),(2 B),1 B,-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q2,-,(296 M),(518 M),(805 M),65 M,(671 M),(2 B),(3 B),844 M,940 M,-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q3,-,90 M,630 M,(930 M),3 B,108 M,(585 M),(2 B),(2 B),(254 M),-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q4,-,(27 B),(9 B),(2 B),(39 B),(120 B),3 B,(157 B),(7 B),(21 B),-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Annualised,3 B,(27 B),(9 B),(5 B),(36 B),(122 B),(9 B),(164 B),(10 B),(19 B),-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",TTM (Q1),(26 B),(27 B),(9 B),(5 B),(36 B),(122 B),(9 B),(164 B),(10 B),(19 B),-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AKKU,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Q1,20 B,1 B,2 B,14 B,121 B,19 B,(3 B),12 B,13 B,13 B,-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Q2,-,(9 B),4 B,(13 B),73 B,10 B,20 B,(1 B),(5 B),6 B,-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Q3,-,11 B,673 M,(18 B),23 B,106 B,4 B,(202 M),(3 B),(3 B),-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Q4,-,10 B,4 B,(13 B),(21 B),13 B,44 B,44 B,59 B,(2 B),-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Annualised,81 B,13 B,11 B,(30 B),196 B,148 B,66 B,54 B,64 B,13 B,-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,TTM (Q1),32 B,13 B,11 B,(30 B),196 B,148 B,66 B,54 B,64 B,13 B,-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Div (TTM),8.20,8.20,8.20,-,16.50,49.00,25.00,-,12.00,-,-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Payout Ratio,6.18%,39.65%,47.25%,-,4.34%,17.04%,19.47%,-,9.60%,-,-,-,-,-,-,-,-,-
AKPI,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Div Yield,1.50%,1.38%,1.38%,-,1.63%,3.44%,3.85%,-,2.62%,-,-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q1,656 B,565 B,595 B,607 B,428 B,305 B,228 B,202 B,929 B,258 B,-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q2,-,615 B,408 B,424 B,527 B,245 B,204 B,189 B,192 B,330 B,-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q3,-,470 B,466 B,679 B,608 B,247 B,234 B,174 B,177 B,429 B,-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q4,-,822 B,756 B,"1,070 B",840 B,315 B,260 B,152 B,347 B,184 B,-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Annualised,"2,626 B","2,473 B","2,225 B","2,780 B","2,403 B","1,112 B",925 B,717 B,"1,645 B","1,202 B",-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,TTM (Q1),"2,564 B","2,473 B","2,225 B","2,780 B","2,403 B","1,112 B",925 B,717 B,"1,645 B","1,202 B",-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Div (TTM),100.00,100.00,100.00,125.00,75.00,29.00,25.00,22.00,48.00,40.00,-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Payout Ratio,76.44%,81.18%,90.21%,90.25%,62.64%,52.37%,54.26%,61.57%,58.58%,66.82%,-,-,-,-,-,-,-,-
AKRA,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Div Yield,6.85%,7.60%,7.75%,7.53%,4.98%,2.84%,3.80%,4.47%,5.65%,4.17%,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q1,(3 B),10 B,(386 M),790 M,11 B,17 B,(15 B),9 B,17 B,2 B,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q2,-,(2 B),(10 B),(5 B),33 B,8 B,(4 B),(2 B),(11 B),3 B,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q3,-,(6 B),2 B,5 B,15 B,(1 B),(3 B),14 B,(513 M),5 B,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q4,-,1 B,(11 B),10 B,(12 B),426 M,25 B,(16 B),20 B,5 B,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Annualised,(13 B),2 B,(19 B),12 B,47 B,24 B,3 B,4 B,26 B,15 B,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,TTM (Q1),(10 B),2 B,(19 B),12 B,47 B,24 B,3 B,4 B,26 B,15 B,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AKSI,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q1,13 B,7 B,13 B,1 B,25 B,15 B,8 B,11 B,6 B,7 B,-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q2,-,(309 M),(13 B),4 B,14 B,15 B,10 B,12 B,1 B,(895 M),-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q3,-,14 B,9 B,5 B,21 B,24 B,16 B,20 B,8 B,4 B,-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q4,-,14 B,(18 B),(7 B),5 B,22 B,16 B,14 B,8 B,3 B,-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Annualised,54 B,35 B,(9 B),3 B,65 B,76 B,51 B,56 B,24 B,13 B,-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,TTM (Q1),41 B,35 B,(9 B),3 B,65 B,76 B,51 B,56 B,24 B,13 B,-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Div (TTM),0.50,0.50,0.50,0.50,0.50,0.80,0.75,0.55,0.55,0.80,-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Payout Ratio,2.50%,3.85%,-15.63%,49.67%,2.07%,2.85%,4.01%,2.64%,6.13%,16.40%,-,-,-,-,-,-,-,-
ALDO,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Div Yield,-,0.10%,0.10%,0.11%,0.17%,0.20%,0.23%,0.29%,0.31%,0.39%,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Q1,111 B,109 B,74 B,83 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Q2,-,99 B,108 B,88 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Q3,-,83 B,26 B,(14 B),-,-,-,-,-,-,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Q4,-,83 B,82 B,30 B,164 B,189 B,(48 B),-,-,-,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Annualised,444 B,374 B,289 B,187 B,164 B,189 B,(48 B),-,-,-,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,TTM (Q1),376 B,374 B,289 B,187 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Div (TTM),4.50,4.50,4.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Payout Ratio,16.06%,19.03%,24.62%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ALII,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Div Yield,0.45%,0.87%,0.87%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
